timestamp,scope,event,count,latency_avg_us,latency_max_us,latency_p50_us,latency_p95_us,latency_p99_us,total_latency_us,bytes_total,error_count,error_rate
1768820071,node,epoll_wait,224,45601.33,1754258,38,100148,412232,10214699,0,0,0.0000
1768820071,node,poll,218,105434.91,8956864,1,69905,3999984,22984810,0,0,0.0000
1768820071,node,select,17,173360.06,1229344,1,1229344,1229344,2947121,0,0,0.0000
1768820071,node,recvmsg,2,5000053.50,9999950,9999950,9999950,9999950,10000107,134320,0,0.0000
1768820071,node,sendmsg,1,59.00,59,59,59,59,59,323,0,0.0000
1768820071,node,ppoll,1,2605224.00,2605224,2605224,2605224,2605224,2605224,0,1,1.0000
1768820071,node,pselect6,1,1001040.00,1001040,1001040,1001040,1001040,1001040,0,0,0.0000
1768820071,node,sendto,2,64.50,71,71,71,71,129,40,0,0.0000
1768820072,node,sched_lat,17216,28.60,10552,6,30,552,492446,0,0,0.0000
1768820072,node,futex,185,40638.97,1000078,7,204052,1000035,7518210,0,29,0.1568
1768820072,node,read,38,1699.76,12486,215,9477,12486,64591,17534,0,0.0000
1768820072,node,softirq,4768,4.19,174,0,18,57,19986,24969,0,0.0000
1768820072,node,poll,5234,4792.78,9799761,1,2,5657,25085395,0,0,0.0000
1768820072,node,connect,7,96.57,149,100,149,149,676,0,7,1.0000
1768820072,node,nanosleep,451,23282.93,4000076,95,10086,1000080,10500602,0,2,0.0044
1768820072,node,dstate_io,125,3800.87,51323,89,33770,35153,475109,0,0,0.0000
1768820072,node,runqlen,65,0.00,0,0,0,0,0,787848,0,0.0000
1768820072,node,epoll_wait,215,48826.90,1395633,26,100143,666967,10497783,0,1,0.0047
1768820072,node,recvmsg,3,137.00,198,155,198,198,411,138408,0,0.0000
1768820072,node,epoll_pwait,3226,6455.85,4060352,0,4088,23093,20826558,0,1,0.0003
1768820072,node,select,33,96445.88,1001022,1,1000846,1001022,3182714,0,0,0.0000
1768820072,node,io_qdepth,160,0.00,0,0,0,0,0,10473,0,0.0000
1768820072,node,pselect6,1,1001036.00,1001036,1001036,1001036,1001036,1001036,0,0,0.0000
1768820072,node,block_io,155,28269.61,36317,35337,36267,36278,4381790,1036288,0,0.0000
1768820072,node,fdatasync,4,532.00,960,568,960,960,2128,0,0,0.0000
1768820072,node,fsync,6,12562.50,72357,966,72357,72357,75375,0,0,0.0000
1768820072,node,sendto,2,54.50,55,55,55,55,109,40,0,0.0000
1768820072,node,write,3,11622.67,34659,105,34659,34659,34868,13,0,0.0000
1768820073,node,sched_lat,10350,8.44,6020,5,14,33,87348,0,0,0.0000
1768820073,node,futex,58,208069.55,4245043,12,1000118,4245043,12068034,0,9,0.1552
1768820073,node,softirq,3021,3.79,105,0,19,52,11463,14085,0,0.0000
1768820073,node,epoll_pwait,1580,13766.73,4244839,0,8090,54080,21751438,0,0,0.0000
1768820073,node,nanosleep,1040,18903.23,4000092,90,10081,10121,19659359,0,0,0.0000
1768820073,node,connect,5,76.00,102,78,102,102,380,0,5,1.0000
1768820073,node,dstate_io,52,7930.63,103091,119,67208,103091,412393,0,0,0.0000
1768820073,node,poll,2940,2856.56,3002338,1,1,8,8398291,0,0,0.0000
1768820073,node,epoll_wait,114,133641.68,7574209,708,100158,1001036,15235152,0,0,0.0000
1768820073,node,runqlen,64,0.00,0,0,0,0,0,849792,0,0.0000
1768820073,node,select,3,4003592.00,10009141,1001034,10009141,10009141,12010776,0,0,0.0000
1768820073,node,read,7,884.43,1167,954,1167,1167,6191,449,0,0.0000
1768820073,node,ppoll,1,5000031.00,5000031,5000031,5000031,5000031,5000031,0,0,0.0000
1768820073,node,pselect6,1,1001030.00,1001030,1001030,1001030,1001030,1001030,0,0,0.0000
1768820073,node,io_qdepth,45,0.00,0,0,0,0,0,2064,0,0.0000
1768820073,node,block_io,38,143.26,371,98,354,371,5444,323584,0,0.0000
1768820073,node,fdatasync,11,496.27,1149,504,1149,1149,5459,0,0,0.0000
1768820073,node,fsync,1,739.00,739,739,739,739,739,0,0,0.0000
1768820073,node,sendto,2,62.50,70,70,70,70,125,40,0,0.0000
1768820073,node,sendmsg,4,59.00,65,65,65,65,236,2401,0,0.0000
1768820073,node,recvmsg,3,10000766.33,10000808,10000762,10000808,10000808,30002299,48,0,0.0000
1768820074,node,sched_lat,7631,8.52,3161,5,15,35,65049,0,0,0.0000
1768820074,node,futex,1079,9102.51,1000445,0,10078,282828,9821604,0,520,0.4819
1768820074,node,epoll_pwait,1732,2414.86,999335,0,4081,29092,4182533,0,0,0.0000
1768820074,node,softirq,2644,4.32,227,0,19,61,11426,12103,0,0.0000
1768820074,node,nanosleep,474,32574.64,4000091,92,10089,1000081,15440377,0,0,0.0000
1768820074,node,connect,4,94.00,116,99,116,116,376,0,4,1.0000
1768820074,node,dstate_io,38,150.58,771,102,691,771,5722,0,0,0.0000
1768820074,node,sendmsg,6,63.33,80,61,80,80,380,2460,0,0.0000
1768820074,node,runqlen,65,0.00,0,0,0,0,0,885435,0,0.0000
1768820074,node,recvmsg,5,4000362.00,10000791,181,10000791,10000791,20001810,20432,0,0.0000
1768820074,node,epoll_wait,102,77920.90,1000967,696,100167,1000471,7947932,0,0,0.0000
1768820074,node,select,2,1000708.00,1000998,1000998,1000998,1000998,2001416,0,0,0.0000
1768820074,node,write,1,102.00,102,102,102,102,102,165,0,0.0000
1768820074,node,io_qdepth,36,0.00,0,0,0,0,0,1758,0,0.0000
1768820074,node,block_io,33,166.30,295,130,268,295,5488,188416,0,0.0000
1768820074,node,fdatasync,10,429.70,995,442,995,995,4297,0,0,0.0000
1768820074,node,poll,41,73276.90,500710,2,500622,500710,3004353,0,0,0.0000
1768820074,node,pselect6,1,1000867.00,1000867,1000867,1000867,1000867,1000867,0,0,0.0000
1768820074,node,read,10,390.40,1163,247,1163,1163,3904,520,0,0.0000
1768820074,node,fsync,1,1059.00,1059,1059,1059,1059,1059,0,0,0.0000
1768820074,node,sendto,2,53.50,54,54,54,54,107,40,0,0.0000
1768820075,node,sched_lat,7511,9.26,2703,6,16,36,69533,0,0,0.0000
1768820075,node,futex,125,58705.90,1067875,1,355041,1000084,7338238,0,40,0.3200
1768820075,node,epoll_pwait,1407,2736.13,999035,0,2083,19080,3849737,0,0,0.0000
1768820075,node,softirq,2232,4.10,108,0,20,56,9147,10810,0,0.0000
1768820075,node,nanosleep,236,26410.34,1000116,10072,10115,1000081,6232840,0,0,0.0000
1768820075,node,connect,3,79.33,102,72,102,102,238,0,3,1.0000
1768820075,node,dstate_io,17,194.94,681,168,681,681,3314,0,0,0.0000
1768820075,node,runqlen,62,0.00,0,0,0,0,0,730198,0,0.0000
1768820075,node,epoll_wait,193,42160.00,1000652,1,105659,999269,8136880,0,0,0.0000
1768820075,node,select,2,1001030.00,1001031,1001031,1001031,1001031,2002060,0,0,0.0000
1768820075,node,sendmsg,1,79.00,79,79,79,79,79,323,0,0.0000
1768820075,node,poll,1657,10620.61,3998187,1,1,381,17598356,0,0,0.0000
1768820075,node,pselect6,1,1001042.00,1001042,1001042,1001042,1001042,1001042,0,0,0.0000
1768820075,node,io_qdepth,17,0.00,0,0,0,0,0,885,0,0.0000
1768820075,node,block_io,15,148.73,308,152,308,308,2231,135168,0,0.0000
1768820075,node,fdatasync,2,496.50,627,627,627,627,993,0,0,0.0000
1768820075,node,fsync,2,821.00,931,931,931,931,1642,0,0,0.0000
1768820075,node,sendto,2,72.00,90,90,90,90,144,40,0,0.0000
1768820075,node,read,4,1565.75,1885,1733,1885,1885,6263,0,0,0.0000
1768820076,node,sched_lat,7648,9.55,2127,6,16,36,73004,0,0,0.0000
1768820076,node,runqlen,65,0.00,0,0,0,0,0,946283,0,0.0000
1768820076,node,futex,228,33177.43,1000520,44,100093,999956,7564453,0,29,0.1272
1768820076,node,softirq,2736,5.17,210,1,24,66,14151,12245,0,0.0000
1768820076,node,io_qdepth,88,0.00,0,0,0,0,0,5000,0,0.0000
1768820076,node,block_io,80,218.25,601,142,581,601,17460,729088,0,0.0000
1768820076,node,connect,3,77.00,95,69,95,95,231,0,3,1.0000
1768820076,node,epoll_pwait,733,5547.87,851882,0,11071,62102,4066588,0,1,0.0014
1768820076,node,nanosleep,65,159007.17,4000090,10073,1000080,4000090,10335466,0,0,0.0000
1768820076,node,dstate_io,67,165.81,732,96,533,732,11109,0,0,0.0000
1768820076,node,epoll_wait,88,81157.57,1000632,120,494537,1000632,7141866,0,0,0.0000
1768820076,node,select,2,1001030.50,1001034,1001034,1001034,1001034,2002061,0,0,0.0000
1768820076,node,recvmsg,2,9999608.00,9999706,9999706,9999706,9999706,19999216,32,0,0.0000
1768820076,node,sendto,10,115.30,258,79,258,258,1153,324,0,0.0000
1768820076,node,recvfrom,6,227.83,263,253,263,263,1367,125268,0,0.0000
1768820076,node,fdatasync,20,403.30,952,347,952,952,8066,0,0,0.0000
1768820076,node,poll,62,129144.10,4001021,1,500715,4001021,8006934,0,0,0.0000
1768820076,node,write,1,160.00,160,160,160,160,160,7138,0,0.0000
1768820076,node,pselect6,1,1001032.00,1001032,1001032,1001032,1001032,1001032,0,0,0.0000
1768820076,node,fsync,2,773.00,904,904,904,904,1546,0,0,0.0000
1768820076,node,sendmsg,1,63.00,63,63,63,63,63,323,0,0.0000
1768820077,node,sched_lat,12135,14.11,13030,6,15,34,171262,0,0,0.0000
1768820077,node,epoll_pwait,1432,2832.15,969993,0,2081,21088,4055643,0,0,0.0000
1768820077,node,softirq,3771,5.34,111,2,19,48,20138,16466,0,0.0000
1768820077,node,runqlen,65,0.00,0,0,0,0,0,996144,0,0.0000
1768820077,node,connect,3,80.67,109,79,109,109,242,0,3,1.0000
1768820077,node,dstate_io,77,77.09,743,28,336,743,5936,0,0,0.0000
1768820077,node,futex,406,47500.71,11116954,42,50043,1000080,19285289,0,32,0.0788
1768820077,node,epoll_wait,72,99319.12,1001033,867,929369,1001033,7150977,0,0,0.0000
1768820077,node,select,2,1001035.00,1001040,1001040,1001040,1001040,2002070,0,0,0.0000
1768820077,node,nanosleep,10,1900082.40,4000090,1000085,4000090,4000090,19000824,0,0,0.0000
1768820077,node,poll,4351,1386.43,1999614,1,1,36,6032344,0,0,0.0000
1768820077,node,pselect6,1,1001025.00,1001025,1001025,1001025,1001025,1001025,0,0,0.0000
1768820077,node,io_qdepth,25,0.00,0,0,0,0,0,1551,0,0.0000
1768820077,node,block_io,22,150.32,313,118,310,313,3307,471040,0,0.0000
1768820077,node,fsync,3,889.33,1163,759,1163,1163,2668,0,0,0.0000
1768820077,node,sendto,3,108.33,192,82,192,192,325,152,0,0.0000
1768820077,node,recvmsg,1,9999829.00,9999829,9999829,9999829,9999829,9999829,16,0,0.0000
1768820077,node,sendmsg,2,70.00,88,88,88,88,140,472,0,0.0000
1768820077,node,fdatasync,3,347.67,427,390,427,427,1043,0,0,0.0000
1768820078,node,sched_lat,12477,20.20,7347,5,17,98,252030,0,0,0.0000
1768820078,node,read,13,453.62,1496,436,1496,1496,5897,6840,0,0.0000
1768820078,node,softirq,3140,4.12,198,0,19,52,12926,15219,0,0.0000
1768820078,node,runqlen,63,0.00,0,0,0,0,0,1033934,0,0.0000
1768820078,node,futex,167,82173.43,5844814,275,100084,1033101,13722963,0,17,0.1018
1768820078,node,connect,3,69.33,92,63,92,92,208,0,3,1.0000
1768820078,node,dstate_io,20,205.65,748,173,748,748,4113,0,0,0.0000
1768820078,node,epoll_pwait,1426,34921.84,5845812,0,2082,28075,49798540,0,0,0.0000
1768820078,node,epoll_wait,193,70671.51,6582912,2,100138,1001031,13639602,0,0,0.0000
1768820078,node,select,15,576871.80,6304675,1,6304675,6304675,8653077,0,0,0.0000
1768820078,node,io_qdepth,20,0.00,0,0,0,0,0,1229,0,0.0000
1768820078,node,poll,1649,17873.48,6304993,1,22,57092,29473372,0,0,0.0000
1768820078,node,ppoll,2,6292020.00,7584007,7584007,7584007,7584007,12584040,0,1,0.5000
1768820078,node,nanosleep,127,118511.90,4000083,87,1000083,4000071,15051011,0,0,0.0000
1768820078,node,pselect6,1,1001030.00,1001030,1001030,1001030,1001030,1001030,0,0,0.0000
1768820078,node,sendmsg,3,65.00,75,64,75,75,195,1230,0,0.0000
1768820078,node,recvmsg,2,5000441.00,10000828,10000828,10000828,10000828,10000882,8176,0,0.0000
1768820078,node,block_io,17,166.65,309,130,309,309,2833,139264,0,0.0000
1768820078,node,fdatasync,4,530.75,1133,486,1133,1133,2123,0,0,0.0000
1768820078,node,fsync,1,996.00,996,996,996,996,996,0,0,0.0000
1768820078,node,sendto,2,62.50,70,70,70,70,125,40,0,0.0000
